blend,seam_excess,tv,psnr_ref,ssim_ref
smoothed,0.98412,5.34359,35.69892,0.96625
innercrop,1.04283,4.86959,32.12395,0.90867
tukey,1.03586,4.63339,33.22114,0.92873
ensemble,0.94284,3.20261,29.72004,0.82916
poisson,0.92946,5.79337,35.34403,0.98916
