blend,seam_excess,tv,psnr_ref,ssim_ref
smoothed,1.04348,9.50732,34.73879,0.96427
innercrop,1.05000,9.49370,32.60548,0.93770
tukey,1.10715,8.27814,31.45085,0.91009
ensemble,1.00562,5.97784,27.79750,0.76857
poisson,0.99684,10.22701,35.73947,0.99275
