y,x,delta,overlap_pct,psnr,ssim,mae,rmse
32,192,0,100.00000,99.99000,1.00000,0.00000,0.00000
32,1120,0,100.00000,99.99000,1.00000,0.00000,0.00000
64,160,0,100.00000,99.99000,1.00000,0.00000,0.00000
64,928,0,100.00000,99.99000,1.00000,0.00000,0.00000
96,32,0,100.00000,99.99000,1.00000,0.00000,0.00000
128,960,0,100.00000,99.99000,1.00000,0.00000,0.00000
160,32,0,100.00000,99.99000,1.00000,0.00000,0.00000
160,608,0,100.00000,99.99000,1.00000,0.00000,0.00000
288,864,0,100.00000,99.99000,1.00000,0.00000,0.00000
288,1024,0,100.00000,99.99000,1.00000,0.00000,0.00000
448,352,0,100.00000,99.99000,1.00000,0.00000,0.00000
448,1024,0,100.00000,99.99000,1.00000,0.00000,0.00000
480,1312,0,100.00000,99.99000,1.00000,0.00000,0.00000
512,192,0,100.00000,99.99000,1.00000,0.00000,0.00000
640,768,0,100.00000,99.99000,1.00000,0.00000,0.00000
704,192,0,100.00000,99.99000,1.00000,0.00000,0.00000
800,64,0,100.00000,99.99000,1.00000,0.00000,0.00000
800,1184,0,100.00000,99.99000,1.00000,0.00000,0.00000
832,160,0,100.00000,99.99000,1.00000,0.00000,0.00000
864,1216,0,100.00000,99.99000,1.00000,0.00000,0.00000
896,32,0,100.00000,99.99000,1.00000,0.00000,0.00000
896,736,0,100.00000,99.99000,1.00000,0.00000,0.00000
896,992,0,100.00000,99.99000,1.00000,0.00000,0.00000
960,1312,0,100.00000,99.99000,1.00000,0.00000,0.00000
1024,384,0,100.00000,99.99000,1.00000,0.00000,0.00000
1056,32,0,100.00000,99.99000,1.00000,0.00000,0.00000
1088,384,0,100.00000,99.99000,1.00000,0.00000,0.00000
1184,96,0,100.00000,99.99000,1.00000,0.00000,0.00000
1184,416,0,100.00000,99.99000,1.00000,0.00000,0.00000
1248,64,0,100.00000,99.99000,1.00000,0.00000,0.00000
1312,128,0,100.00000,99.99000,1.00000,0.00000,0.00000
1312,608,0,100.00000,99.99000,1.00000,0.00000,0.00000
1344,1024,0,100.00000,99.99000,1.00000,0.00000,0.00000
1376,224,0,100.00000,99.99000,1.00000,0.00000,0.00000
1376,800,0,100.00000,99.99000,1.00000,0.00000,0.00000
1408,64,0,100.00000,99.99000,1.00000,0.00000,0.00000
1472,64,0,100.00000,99.99000,1.00000,0.00000,0.00000
1504,416,0,100.00000,99.99000,1.00000,0.00000,0.00000
1536,1312,0,100.00000,99.99000,1.00000,0.00000,0.00000
1600,608,0,100.00000,99.99000,1.00000,0.00000,0.00000
32,192,3,90.62500,32.01773,0.92375,4.42697,6.39225
32,1120,3,90.62500,29.77664,0.88469,4.83861,8.27386
64,160,3,90.62500,28.97852,0.86099,5.49918,9.07015
64,928,3,90.62500,31.94546,0.86287,4.08271,6.44566
96,32,3,90.62500,30.06027,0.83591,5.06675,8.00805
128,960,3,90.62500,32.57510,0.93258,4.78745,5.99495
160,32,3,90.62500,28.52601,0.84371,6.01474,9.55520
160,608,3,90.62500,33.88073,0.91067,3.46744,5.15826
288,864,3,90.62500,30.30737,0.92216,4.71600,7.78344
288,1024,3,90.62500,27.81757,0.85309,6.52561,10.36721
448,352,3,90.62500,38.51038,0.93927,1.95622,3.02706
448,1024,3,90.62500,28.40894,0.88769,5.72596,9.68486
480,1312,3,90.62500,33.47787,0.92567,4.48264,5.40314
512,192,3,90.62500,31.16274,0.90182,4.24809,7.05348
640,768,3,90.62500,29.97520,0.80609,5.93495,8.08687
704,192,3,90.62500,33.10632,0.82571,4.07516,5.63929
800,64,3,90.62500,28.81255,0.85534,6.15794,9.24512
800,1184,3,90.62500,32.80482,0.92451,3.16901,5.83847
832,160,3,90.62500,34.67337,0.91983,3.88643,4.70838
864,1216,3,90.62500,30.97269,0.90373,4.55624,7.20951
896,32,3,90.62500,30.99114,0.96798,5.89036,7.19421
896,736,3,90.62500,32.27892,0.85826,4.10065,6.20289
896,992,3,90.62500,32.08212,0.87981,4.13289,6.34504
960,1312,3,90.62500,35.90449,0.92559,2.95065,4.08616
1024,384,3,90.62500,34.32447,0.92450,2.85749,4.90136
1056,32,3,90.62500,32.75332,0.90362,3.72614,5.87319
1088,384,3,90.62500,31.13514,0.92575,5.02210,7.07592
1184,96,3,90.62500,32.93139,0.95357,4.80372,5.75401
1184,416,3,90.62500,32.21814,0.86922,4.48183,6.24645
1248,64,3,90.62500,37.72862,0.95257,2.72914,3.31214
1312,128,3,90.62500,35.54925,0.93454,3.11618,4.25675
1312,608,3,90.62500,28.27187,0.85955,6.94441,9.83891
1344,1024,3,90.62500,27.36038,0.76729,7.81226,10.92751
1376,224,3,90.62500,33.50855,0.90178,3.95899,5.38409
1376,800,3,90.62500,31.42552,0.89891,4.24175,6.84328
1408,64,3,90.62500,32.77086,0.91762,3.93251,5.86134
1472,64,3,90.62500,30.89395,0.83950,5.00201,7.27516
1504,416,3,90.62500,31.06871,0.88538,4.37801,7.13025
1536,1312,3,90.62500,26.46710,0.80239,8.77478,12.11115
1600,608,3,90.62500,27.38611,0.88583,8.16598,10.89519
32,192,6,81.25000,29.45170,0.88720,6.51902,8.58924
32,1120,6,81.25000,28.62370,0.88407,6.68409,9.44833
64,160,6,81.25000,27.93980,0.83849,7.08415,10.22234
64,928,6,81.25000,30.79549,0.84692,4.64957,7.35810
96,32,6,81.25000,28.45283,0.78680,6.70204,9.63604
128,960,6,81.25000,30.01995,0.91013,6.33508,8.04530
160,32,6,81.25000,26.40196,0.77186,8.24128,12.20232
160,608,6,81.25000,31.08150,0.89051,5.69974,7.11976
288,864,6,81.25000,28.70120,0.89689,6.13660,9.36440
288,1024,6,81.25000,27.06148,0.82003,7.46822,11.31009
448,352,6,81.25000,36.23294,0.92063,2.77822,3.93453
448,1024,6,81.25000,27.16872,0.86038,6.86470,11.17132
480,1312,6,81.25000,35.67999,0.90872,2.96999,4.19315
512,192,6,81.25000,29.72153,0.86079,5.45002,8.32652
640,768,6,81.25000,27.61773,0.70926,8.48901,10.60850
704,192,6,81.25000,32.49268,0.79496,4.33899,6.05210
800,64,6,81.25000,27.73196,0.82748,7.06969,10.46989
800,1184,6,81.25000,34.97855,0.94194,2.55994,4.54582
832,160,6,81.25000,30.53319,0.90183,6.41454,7.58369
864,1216,6,81.25000,28.39715,0.86399,7.31248,9.69802
896,32,6,81.25000,34.06747,0.96688,4.22857,5.04855
896,736,6,81.25000,32.54436,0.83787,3.95161,6.01620
896,992,6,81.25000,31.12781,0.85552,4.58088,7.08190
960,1312,6,81.25000,32.21907,0.90576,4.76808,6.24578
1024,384,6,81.25000,33.44642,0.91610,3.42603,5.42274
1056,32,6,81.25000,30.31344,0.84878,5.48639,7.77800
1088,384,6,81.25000,30.43399,0.92063,5.26794,7.67080
1184,96,6,81.25000,32.87066,0.95812,4.78836,5.79438
1184,416,6,81.25000,32.29393,0.84652,4.16839,6.19218
1248,64,6,81.25000,36.85118,0.95058,2.66015,3.66422
1312,128,6,81.25000,34.26328,0.92039,3.67967,4.93601
1312,608,6,81.25000,28.40103,0.84885,6.65879,9.69368
1344,1024,6,81.25000,27.84990,0.77757,7.14271,10.32869
1376,224,6,81.25000,34.21617,0.89915,3.56787,4.96286
1376,800,6,81.25000,31.63684,0.90294,3.90689,6.67880
1408,64,6,81.25000,35.43539,0.90692,2.79976,4.31291
1472,64,6,81.25000,30.13862,0.81487,5.29549,7.93614
1504,416,6,81.25000,27.88628,0.84292,6.87662,10.28552
1536,1312,6,81.25000,26.18079,0.78083,8.87771,12.51701
1600,608,6,81.25000,28.26080,0.88850,6.44087,9.85145
32,192,10,68.75000,30.24970,0.88365,5.20063,7.83529
32,1120,10,68.75000,27.92520,0.85155,7.20981,10.23953
64,160,10,68.75000,28.46090,0.83309,6.35811,9.62710
64,928,10,68.75000,30.38334,0.81268,5.10411,7.71566
96,32,10,68.75000,26.80733,0.72239,8.57531,11.64591
128,960,10,68.75000,29.61018,0.88627,6.80672,8.43396
160,32,10,68.75000,25.40619,0.72454,9.67320,13.68455
160,608,10,68.75000,29.68681,0.86596,6.62399,8.35987
288,864,10,68.75000,28.40272,0.87233,6.29035,9.69179
288,1024,10,68.75000,25.61858,0.79986,9.65794,13.35400
448,352,10,68.75000,32.29243,0.90098,4.69955,6.19325
448,1024,10,68.75000,25.97444,0.81290,8.49247,12.81794
480,1312,10,68.75000,34.20793,0.88518,3.79128,4.96757
512,192,10,68.75000,29.62623,0.84605,5.79259,8.41838
640,768,10,68.75000,27.25799,0.70010,8.78018,11.05709
704,192,10,68.75000,30.88813,0.75223,5.58017,7.28004
800,64,10,68.75000,27.44211,0.78212,7.75006,10.82517
800,1184,10,68.75000,34.35390,0.93353,3.06487,4.88478
