dist_px,mean_abs_diff,n
0,11.31275,880
1,10.95337,880
2,10.47426,800
3,10.43769,800
4,10.24491,800
5,9.87734,800
6,9.39496,720
7,9.28762,720
8,9.06845,720
9,8.75890,720
10,8.61992,720
11,8.47795,720
12,7.79119,640
13,7.58615,640
14,7.36255,640
15,7.17282,640
16,6.94257,640
17,6.86003,640
18,6.72208,640
19,6.54608,640
20,6.05847,560
21,5.96350,560
22,5.77392,560
23,5.66974,560
24,5.44721,560
25,5.41961,560
26,4.96027,480
27,4.85665,480
28,4.80454,480
29,4.68998,480
30,4.58250,480
31,4.45798,480
32,3.92956,400
33,3.82186,400
34,3.76878,400
35,3.72679,400
36,3.64754,400
37,3.59859,400
38,3.01775,320
39,2.99254,320
40,2.94472,320
41,2.84606,320
42,2.83595,320
43,2.79221,320
44,2.12994,240
45,2.13605,240
46,2.09373,240
47,2.07635,240
48,2.06854,240
49,2.04182,240
50,2.02424,240
51,2.02414,240
52,1.26981,160
53,1.25054,160
54,1.24182,160
55,1.23593,160
56,1.21699,160
57,1.23027,160
58,0.00000,80
59,0.00000,80
60,0.00000,80
61,0.00000,80
62,0.00000,80
63,0.00000,80
64,0.00000,0
65,0.00000,0
66,0.00000,0
67,0.00000,0
68,0.00000,0
69,0.00000,0
70,0.00000,0
71,0.00000,0
72,0.00000,0
73,0.00000,0
74,0.00000,0
75,0.00000,0
76,0.00000,0
77,0.00000,0
78,0.00000,0
79,0.00000,0
80,0.00000,0
81,0.00000,0
82,0.00000,0
83,0.00000,0
84,0.00000,0
85,0.00000,0
86,0.00000,0
87,0.00000,0
88,0.00000,0
89,0.00000,0
90,0.00000,0
91,0.00000,0
92,0.00000,0
93,0.00000,0
94,0.00000,0
95,0.00000,0
96,0.00000,0
97,0.00000,0
98,0.00000,0
99,0.00000,0
100,0.00000,0
101,0.00000,0
102,0.00000,0
103,0.00000,0
104,0.00000,0
105,0.00000,0
106,0.00000,0
107,0.00000,0
108,0.00000,0
109,0.00000,0
110,0.00000,0
111,0.00000,0
112,0.00000,0
113,0.00000,0
114,0.00000,0
115,0.00000,0
116,0.00000,0
117,0.00000,0
118,0.00000,0
119,0.00000,0
120,0.00000,0
121,0.00000,0
122,0.00000,0
123,0.00000,0
124,0.00000,0
125,0.00000,0
126,0.00000,0
127,0.00000,0
