dist_px,mean_abs_diff,n
0,9.45591,880
1,9.11828,880
2,8.75712,800
3,8.74942,800
4,8.58747,800
5,8.35748,800
6,7.86049,720
7,7.77903,720
8,7.50796,720
9,7.25451,720
10,6.94618,720
11,6.75667,720
12,6.33291,640
13,6.20780,640
14,6.04079,640
15,5.90478,640
16,5.75192,640
17,5.67043,640
18,5.48503,640
19,5.34999,640
20,4.89607,560
21,4.73966,560
22,4.63981,560
23,4.57344,560
24,4.49996,560
25,4.37218,560
26,3.98848,480
27,3.85714,480
28,3.81494,480
29,3.77239,480
30,3.69227,480
31,3.64130,480
32,3.24998,400
33,3.19929,400
34,3.13619,400
35,3.09759,400
36,3.03772,400
37,2.97241,400
38,2.54420,320
39,2.46195,320
40,2.46762,320
41,2.44683,320
42,2.42009,320
43,2.38024,320
44,1.86715,240
45,1.83845,240
46,1.84085,240
47,1.82437,240
48,1.79710,240
49,1.76085,240
50,1.77182,240
51,1.75100,240
52,1.17443,160
53,1.15093,160
54,1.14431,160
55,1.15217,160
56,1.14202,160
57,1.13478,160
58,0.00000,80
59,0.00000,80
60,0.00000,80
61,0.00000,80
62,0.00000,80
63,0.00000,80
64,0.00000,0
65,0.00000,0
66,0.00000,0
67,0.00000,0
68,0.00000,0
69,0.00000,0
70,0.00000,0
71,0.00000,0
72,0.00000,0
73,0.00000,0
74,0.00000,0
75,0.00000,0
76,0.00000,0
77,0.00000,0
78,0.00000,0
79,0.00000,0
80,0.00000,0
81,0.00000,0
82,0.00000,0
83,0.00000,0
84,0.00000,0
85,0.00000,0
86,0.00000,0
87,0.00000,0
88,0.00000,0
89,0.00000,0
90,0.00000,0
91,0.00000,0
92,0.00000,0
93,0.00000,0
94,0.00000,0
95,0.00000,0
96,0.00000,0
97,0.00000,0
98,0.00000,0
99,0.00000,0
100,0.00000,0
101,0.00000,0
102,0.00000,0
103,0.00000,0
104,0.00000,0
105,0.00000,0
106,0.00000,0
107,0.00000,0
108,0.00000,0
109,0.00000,0
110,0.00000,0
111,0.00000,0
112,0.00000,0
113,0.00000,0
114,0.00000,0
115,0.00000,0
116,0.00000,0
117,0.00000,0
118,0.00000,0
119,0.00000,0
120,0.00000,0
121,0.00000,0
122,0.00000,0
123,0.00000,0
124,0.00000,0
125,0.00000,0
126,0.00000,0
127,0.00000,0
