blend,seam_excess,tv,psnr_ref,ssim_ref
smoothed,1.00293,6.96307,35.38066,0.96918
innercrop,1.09144,6.11866,30.63793,0.89503
tukey,1.06146,6.00881,32.18689,0.92710
ensemble,0.99403,4.32639,28.58127,0.82184
poisson,0.95885,7.38136,33.79002,0.98806
