y,x,delta,overlap_pct,psnr,ssim,mae,rmse
32,224,0,100.00000,99.99000,1.00000,0.00000,0.00000
32,1216,0,100.00000,99.99000,1.00000,0.00000,0.00000
64,224,0,100.00000,99.99000,1.00000,0.00000,0.00000
64,1056,0,100.00000,99.99000,1.00000,0.00000,0.00000
96,160,0,100.00000,99.99000,1.00000,0.00000,0.00000
128,1216,0,100.00000,99.99000,1.00000,0.00000,0.00000
160,256,0,100.00000,99.99000,1.00000,0.00000,0.00000
160,896,0,100.00000,99.99000,1.00000,0.00000,0.00000
288,1408,0,100.00000,99.99000,1.00000,0.00000,0.00000
320,160,0,100.00000,99.99000,1.00000,0.00000,0.00000
448,1152,0,100.00000,99.99000,1.00000,0.00000,0.00000
480,448,0,100.00000,99.99000,1.00000,0.00000,0.00000
512,832,0,100.00000,99.99000,1.00000,0.00000,0.00000
512,1088,0,100.00000,99.99000,1.00000,0.00000,0.00000
672,512,0,100.00000,99.99000,1.00000,0.00000,0.00000
704,1408,0,100.00000,99.99000,1.00000,0.00000,0.00000
832,32,0,100.00000,99.99000,1.00000,0.00000,0.00000
832,1248,0,100.00000,99.99000,1.00000,0.00000,0.00000
864,224,0,100.00000,99.99000,1.00000,0.00000,0.00000
896,1408,0,100.00000,99.99000,1.00000,0.00000,0.00000
928,160,0,100.00000,99.99000,1.00000,0.00000,0.00000
928,960,0,100.00000,99.99000,1.00000,0.00000,0.00000
928,1216,0,100.00000,99.99000,1.00000,0.00000,0.00000
1024,288,0,100.00000,99.99000,1.00000,0.00000,0.00000
1056,800,0,100.00000,99.99000,1.00000,0.00000,0.00000
1056,832,0,100.00000,99.99000,1.00000,0.00000,0.00000
1088,512,0,100.00000,99.99000,1.00000,0.00000,0.00000
1120,896,0,100.00000,99.99000,1.00000,0.00000,0.00000
1216,768,0,100.00000,99.99000,1.00000,0.00000,0.00000
1216,1120,0,100.00000,99.99000,1.00000,0.00000,0.00000
1280,832,0,100.00000,99.99000,1.00000,0.00000,0.00000
1344,1056,0,100.00000,99.99000,1.00000,0.00000,0.00000
1376,128,0,100.00000,99.99000,1.00000,0.00000,0.00000
1408,704,0,100.00000,99.99000,1.00000,0.00000,0.00000
1408,1216,0,100.00000,99.99000,1.00000,0.00000,0.00000
1440,448,0,100.00000,99.99000,1.00000,0.00000,0.00000
1440,1088,0,100.00000,99.99000,1.00000,0.00000,0.00000
1504,1248,0,100.00000,99.99000,1.00000,0.00000,0.00000
1568,288,0,100.00000,99.99000,1.00000,0.00000,0.00000
1600,1312,0,100.00000,99.99000,1.00000,0.00000,0.00000
32,224,3,90.62500,29.97858,0.86006,4.67874,8.08372
32,1216,3,90.62500,31.53820,0.88025,4.84102,6.75507
64,224,3,90.62500,26.33273,0.81015,7.66687,12.29997
64,1056,3,90.62500,30.10195,0.84517,5.43401,7.96971
96,160,3,90.62500,24.45984,0.77585,10.04175,15.25978
128,1216,3,90.62500,28.26344,0.80698,6.17322,9.84845
160,256,3,90.62500,26.43425,0.78403,7.92014,12.15704
160,896,3,90.62500,32.07628,0.80562,4.52872,6.34930
288,1408,3,90.62500,30.19329,0.85358,4.97129,7.88635
320,160,3,90.62500,34.19562,0.84364,3.53468,4.97461
448,1152,3,90.62500,30.23737,0.93074,3.97833,7.84642
480,448,3,90.62500,31.10966,0.81249,5.00671,7.09671
512,832,3,90.62500,32.49551,0.84328,4.00354,6.05013
512,1088,3,90.62500,29.91812,0.85109,5.19796,8.14019
672,512,3,90.62500,30.68682,0.84920,4.84976,7.45073
704,1408,3,90.62500,34.48373,0.87378,2.92925,4.81231
832,32,3,90.62500,28.19959,0.87912,5.68505,9.92111
832,1248,3,90.62500,32.49809,0.81267,4.23482,6.04833
864,224,3,90.62500,28.15542,0.77987,6.47897,9.97170
896,1408,3,90.62500,30.07139,0.83246,5.22697,7.99781
928,160,3,90.62500,30.03338,0.80409,5.36805,8.03288
928,960,3,90.62500,33.16866,0.89406,3.87993,5.59896
928,1216,3,90.62500,26.98183,0.80155,7.33051,11.41428
1024,288,3,90.62500,29.19603,0.77942,5.98001,8.84583
1056,800,3,90.62500,31.21338,0.87403,4.16892,7.01247
1056,832,3,90.62500,31.58645,0.82023,4.59804,6.71766
1088,512,3,90.62500,32.77954,0.81849,3.94204,5.85549
1120,896,3,90.62500,34.21192,0.86085,3.52235,4.96529
1216,768,3,90.62500,37.03964,0.91787,2.60339,3.58557
1216,1120,3,90.62500,30.72831,0.82221,4.67745,7.41523
1280,832,3,90.62500,33.23088,0.86339,3.74065,5.55900
1344,1056,3,90.62500,33.63842,0.84028,3.78038,5.30419
1376,128,3,90.62500,27.00609,0.84154,6.67245,11.38244
1408,704,3,90.62500,29.19634,0.79680,5.93115,8.84552
1408,1216,3,90.62500,32.79540,0.83647,4.16590,5.84481
1440,448,3,90.62500,33.22102,0.82529,3.97393,5.56531
1440,1088,3,90.62500,33.44363,0.82785,3.79225,5.42449
1504,1248,3,90.62500,32.28777,0.83227,4.32040,6.19657
1568,288,3,90.62500,28.80066,0.83370,5.87898,9.25778
1600,1312,3,90.62500,26.54737,0.87152,7.15629,11.99973
32,224,6,81.25000,28.80593,0.83431,5.53104,9.25217
32,1216,6,81.25000,30.47279,0.85566,5.51655,7.63661
64,224,6,81.25000,25.85270,0.79188,8.20913,12.99886
64,1056,6,81.25000,25.43099,0.70205,9.53631,13.64554
96,160,6,81.25000,24.11464,0.74285,10.81055,15.87845
128,1216,6,81.25000,26.51712,0.73809,8.05068,12.04160
160,256,6,81.25000,25.38851,0.72687,9.38390,13.71243
160,896,6,81.25000,30.40977,0.71490,5.63045,7.69222
288,1408,6,81.25000,28.74180,0.80425,6.14579,9.32074
320,160,6,81.25000,32.84383,0.82239,4.24376,5.81231
