blend,seam_excess,tv,psnr_ref,ssim_ref
smoothed,1.01754,8.22781,34.43241,0.96320
innercrop,1.09290,7.62580,29.90698,0.89087
tukey,1.07748,7.20531,30.65777,0.90997
ensemble,1.02470,5.25436,27.33963,0.78367
poisson,0.96907,8.79523,30.19914,0.98422
