blend,seam_excess,tv,psnr_ref,ssim_ref
smoothed,1.02664,8.41535,34.63007,0.96145
innercrop,1.07365,7.85864,30.61828,0.89203
tukey,1.10033,7.14370,30.66612,0.89346
ensemble,0.98480,4.86446,27.28064,0.73756
poisson,0.97434,9.06324,32.91733,0.98843
