dist_px,mean_abs_diff,n
0,8.55402,880
1,8.23258,880
2,7.94798,800
3,8.01281,800
4,7.78483,800
5,7.65472,800
6,7.35508,720
7,7.22341,720
8,7.06179,720
9,6.79679,720
10,6.61235,720
11,6.55211,720
12,6.20760,640
13,6.05473,640
14,5.97739,640
15,5.89604,640
16,5.66800,640
17,5.62764,640
18,5.55783,640
19,5.48830,640
20,5.16538,560
21,5.05129,560
22,4.98290,560
23,4.87658,560
24,4.81459,560
25,4.72806,560
26,4.43838,480
27,4.34980,480
28,4.33427,480
29,4.27196,480
30,4.23572,480
31,4.14163,480
32,3.73715,400
33,3.76137,400
34,3.73393,400
35,3.66647,400
36,3.64342,400
37,3.64589,400
38,3.13755,320
39,3.12265,320
40,3.08382,320
41,3.08556,320
42,3.07149,320
43,3.05318,320
44,2.45973,240
45,2.42609,240
46,2.39692,240
47,2.37417,240
48,2.36478,240
49,2.37085,240
50,2.39521,240
51,2.32368,240
52,1.58548,160
53,1.56627,160
54,1.57535,160
55,1.60121,160
56,1.56247,160
57,1.52874,160
58,0.00000,80
59,0.00000,80
60,0.00000,80
61,0.00000,80
62,0.00000,80
63,0.00000,80
64,0.00000,0
65,0.00000,0
66,0.00000,0
67,0.00000,0
68,0.00000,0
69,0.00000,0
70,0.00000,0
71,0.00000,0
72,0.00000,0
73,0.00000,0
74,0.00000,0
75,0.00000,0
76,0.00000,0
77,0.00000,0
78,0.00000,0
79,0.00000,0
80,0.00000,0
81,0.00000,0
82,0.00000,0
83,0.00000,0
84,0.00000,0
85,0.00000,0
86,0.00000,0
87,0.00000,0
88,0.00000,0
89,0.00000,0
90,0.00000,0
91,0.00000,0
92,0.00000,0
93,0.00000,0
94,0.00000,0
95,0.00000,0
96,0.00000,0
97,0.00000,0
98,0.00000,0
99,0.00000,0
100,0.00000,0
101,0.00000,0
102,0.00000,0
103,0.00000,0
104,0.00000,0
105,0.00000,0
106,0.00000,0
107,0.00000,0
108,0.00000,0
109,0.00000,0
110,0.00000,0
111,0.00000,0
112,0.00000,0
113,0.00000,0
114,0.00000,0
115,0.00000,0
116,0.00000,0
117,0.00000,0
118,0.00000,0
119,0.00000,0
120,0.00000,0
121,0.00000,0
122,0.00000,0
123,0.00000,0
124,0.00000,0
125,0.00000,0
126,0.00000,0
127,0.00000,0
