blend,seam_excess,tv,psnr_ref,ssim_ref
smoothed,1.10006,7.41731,35.40305,0.96720
innercrop,1.13946,7.07734,32.18047,0.92035
tukey,1.16671,6.44365,32.46512,0.92068
ensemble,1.09316,4.58601,28.84230,0.80308
poisson,1.04548,7.93598,34.17419,0.98984
