blend,seam_excess,tv,psnr_ref,ssim_ref
smoothed,1.01884,8.10813,34.94451,0.96644
innercrop,1.05922,7.67262,31.31158,0.91464
tukey,1.07626,7.08748,31.66940,0.91923
ensemble,0.99002,5.15982,28.09068,0.79598
poisson,0.97558,8.66808,33.69968,0.99046
