blend,seam_excess,tv,psnr_ref,ssim_ref
smoothed,1.03068,9.77039,34.32343,0.96275
innercrop,1.04357,9.62785,31.60211,0.92659
tukey,1.09136,8.60401,30.58848,0.90515
ensemble,0.99100,6.24484,27.19904,0.76403
poisson,0.98526,10.45987,31.16887,0.98817
