blend,seam_excess,tv,psnr_ref,ssim_ref
smoothed,0.96120,8.41337,34.41055,0.96299
innercrop,1.01702,7.70334,30.25390,0.88663
tukey,1.02050,7.26837,31.09247,0.90520
ensemble,0.92978,5.21975,27.68100,0.76691
poisson,0.91576,9.04352,31.12168,0.98728
