blend,seam_excess,tv,psnr_ref,ssim_ref
smoothed,0.99157,9.23021,34.18325,0.95930
innercrop,1.02113,8.81822,30.70632,0.90145
tukey,1.05658,7.98727,30.47208,0.89539
ensemble,0.95426,5.65912,27.17997,0.74379
poisson,0.94357,9.94484,31.06816,0.98687
