dist_px,mean_abs_diff,n
0,9.96427,880
1,9.74637,880
2,9.22233,800
3,9.17785,800
4,9.01822,800
5,8.76284,800
6,8.33296,720
7,8.25220,720
8,7.94559,720
9,7.71273,720
10,7.47078,720
11,7.39981,720
12,6.84629,640
13,6.83377,640
14,6.64227,640
15,6.60334,640
16,6.39722,640
17,6.32728,640
18,6.16029,640
19,6.06204,640
20,5.62945,560
21,5.53748,560
22,5.49631,560
23,5.41229,560
24,5.32950,560
25,5.32192,560
26,4.79078,480
27,4.70651,480
28,4.58289,480
29,4.51746,480
30,4.50726,480
31,4.43346,480
32,3.96504,400
33,3.92038,400
34,3.85402,400
35,3.78734,400
36,3.73517,400
37,3.64813,400
38,3.17851,320
39,3.11105,320
40,3.04972,320
41,3.06095,320
42,3.05369,320
43,2.99840,320
44,2.42444,240
45,2.37458,240
46,2.32061,240
47,2.27083,240
48,2.25913,240
49,2.26240,240
50,2.22987,240
51,2.23754,240
52,1.51229,160
53,1.48971,160
54,1.46411,160
55,1.45842,160
56,1.44846,160
57,1.44229,160
58,0.00000,80
59,0.00000,80
60,0.00000,80
61,0.00000,80
62,0.00000,80
63,0.00000,80
64,0.00000,0
65,0.00000,0
66,0.00000,0
67,0.00000,0
68,0.00000,0
69,0.00000,0
70,0.00000,0
71,0.00000,0
72,0.00000,0
73,0.00000,0
74,0.00000,0
75,0.00000,0
76,0.00000,0
77,0.00000,0
78,0.00000,0
79,0.00000,0
80,0.00000,0
81,0.00000,0
82,0.00000,0
83,0.00000,0
84,0.00000,0
85,0.00000,0
86,0.00000,0
87,0.00000,0
88,0.00000,0
89,0.00000,0
90,0.00000,0
91,0.00000,0
92,0.00000,0
93,0.00000,0
94,0.00000,0
95,0.00000,0
96,0.00000,0
97,0.00000,0
98,0.00000,0
99,0.00000,0
100,0.00000,0
101,0.00000,0
102,0.00000,0
103,0.00000,0
104,0.00000,0
105,0.00000,0
106,0.00000,0
107,0.00000,0
108,0.00000,0
109,0.00000,0
110,0.00000,0
111,0.00000,0
112,0.00000,0
113,0.00000,0
114,0.00000,0
115,0.00000,0
116,0.00000,0
117,0.00000,0
118,0.00000,0
119,0.00000,0
120,0.00000,0
121,0.00000,0
122,0.00000,0
123,0.00000,0
124,0.00000,0
125,0.00000,0
126,0.00000,0
127,0.00000,0
