blend,seam_excess,tv,psnr_ref,ssim_ref
smoothed,1.07686,5.84792,35.70386,0.96820
innercrop,1.23895,4.80095,30.43287,0.86655
tukey,1.14251,4.95296,32.69206,0.92204
ensemble,1.11905,3.47891,29.16999,0.81760
poisson,1.02370,6.17243,30.78198,0.98201
