dist_px,mean_abs_diff,n
0,9.26096,880
1,8.87983,880
2,8.33186,800
3,8.37750,800
4,8.21217,800
5,8.05356,800
6,7.45831,720
7,7.36996,720
8,7.15716,720
9,6.88591,720
10,6.81969,720
11,6.71322,720
12,6.18440,640
13,6.04756,640
14,5.90619,640
15,5.77860,640
16,5.58524,640
17,5.51364,640
18,5.44760,640
19,5.40134,640
20,4.91771,560
21,4.85842,560
22,4.66615,560
23,4.68142,560
24,4.53428,560
25,4.42098,560
26,3.96462,480
27,3.92876,480
28,3.91760,480
29,3.77997,480
30,3.71586,480
31,3.58754,480
32,3.17720,400
33,3.15524,400
34,3.05796,400
35,3.04698,400
36,2.99266,400
37,2.97762,400
38,2.51322,320
39,2.45888,320
40,2.42792,320
41,2.38282,320
42,2.34787,320
43,2.33434,320
44,1.82034,240
45,1.77980,240
46,1.75901,240
47,1.70932,240
48,1.69445,240
49,1.69737,240
50,1.70026,240
51,1.68688,240
52,1.07455,160
53,1.03369,160
54,1.05361,160
55,1.03127,160
56,1.02656,160
57,1.03604,160
58,0.00000,80
59,0.00000,80
60,0.00000,80
61,0.00000,80
62,0.00000,80
63,0.00000,80
64,0.00000,0
65,0.00000,0
66,0.00000,0
67,0.00000,0
68,0.00000,0
69,0.00000,0
70,0.00000,0
71,0.00000,0
72,0.00000,0
73,0.00000,0
74,0.00000,0
75,0.00000,0
76,0.00000,0
77,0.00000,0
78,0.00000,0
79,0.00000,0
80,0.00000,0
81,0.00000,0
82,0.00000,0
83,0.00000,0
84,0.00000,0
85,0.00000,0
86,0.00000,0
87,0.00000,0
88,0.00000,0
89,0.00000,0
90,0.00000,0
91,0.00000,0
92,0.00000,0
93,0.00000,0
94,0.00000,0
95,0.00000,0
96,0.00000,0
97,0.00000,0
98,0.00000,0
99,0.00000,0
100,0.00000,0
101,0.00000,0
102,0.00000,0
103,0.00000,0
104,0.00000,0
105,0.00000,0
106,0.00000,0
107,0.00000,0
108,0.00000,0
109,0.00000,0
110,0.00000,0
111,0.00000,0
112,0.00000,0
113,0.00000,0
114,0.00000,0
115,0.00000,0
116,0.00000,0
117,0.00000,0
118,0.00000,0
119,0.00000,0
120,0.00000,0
121,0.00000,0
122,0.00000,0
123,0.00000,0
124,0.00000,0
125,0.00000,0
126,0.00000,0
127,0.00000,0
