dist_px,mean_abs_diff,n
0,8.76671,880
1,8.48575,880
2,8.12623,800
3,8.27002,800
4,8.13982,800
5,7.91614,800
6,7.52835,720
7,7.37766,720
8,7.19843,720
9,7.06373,720
10,6.89798,720
11,6.68635,720
12,6.14170,640
13,6.01067,640
14,5.97998,640
15,5.84586,640
16,5.70609,640
17,5.59436,640
18,5.49078,640
19,5.36502,640
20,4.92091,560
21,4.86771,560
22,4.75470,560
23,4.70904,560
24,4.63521,560
25,4.54177,560
26,4.11875,480
27,4.10821,480
28,4.06559,480
29,3.97258,480
30,3.89762,480
31,3.90057,480
32,3.46060,400
33,3.40118,400
34,3.37027,400
35,3.31612,400
36,3.33307,400
37,3.25370,400
38,2.85683,320
39,2.80397,320
40,2.75414,320
41,2.71615,320
42,2.74778,320
43,2.74778,320
44,2.13148,240
45,2.10829,240
46,2.12575,240
47,2.06808,240
48,2.05622,240
49,2.03600,240
50,2.03916,240
51,2.01003,240
52,1.35781,160
53,1.35818,160
54,1.35527,160
55,1.33573,160
56,1.34662,160
57,1.33949,160
58,0.00000,80
59,0.00000,80
60,0.00000,80
61,0.00000,80
62,0.00000,80
63,0.00000,80
64,0.00000,0
65,0.00000,0
66,0.00000,0
67,0.00000,0
68,0.00000,0
69,0.00000,0
70,0.00000,0
71,0.00000,0
72,0.00000,0
73,0.00000,0
74,0.00000,0
75,0.00000,0
76,0.00000,0
77,0.00000,0
78,0.00000,0
79,0.00000,0
80,0.00000,0
81,0.00000,0
82,0.00000,0
83,0.00000,0
84,0.00000,0
85,0.00000,0
86,0.00000,0
87,0.00000,0
88,0.00000,0
89,0.00000,0
90,0.00000,0
91,0.00000,0
92,0.00000,0
93,0.00000,0
94,0.00000,0
95,0.00000,0
96,0.00000,0
97,0.00000,0
98,0.00000,0
99,0.00000,0
100,0.00000,0
101,0.00000,0
102,0.00000,0
103,0.00000,0
104,0.00000,0
105,0.00000,0
106,0.00000,0
107,0.00000,0
108,0.00000,0
109,0.00000,0
110,0.00000,0
111,0.00000,0
112,0.00000,0
113,0.00000,0
114,0.00000,0
115,0.00000,0
116,0.00000,0
117,0.00000,0
118,0.00000,0
119,0.00000,0
120,0.00000,0
121,0.00000,0
122,0.00000,0
123,0.00000,0
124,0.00000,0
125,0.00000,0
126,0.00000,0
127,0.00000,0
