blend,seam_excess,tv,psnr_ref,ssim_ref
smoothed,1.04409,11.27716,34.27644,0.96483
innercrop,1.02936,11.59020,33.38186,0.95798
tukey,1.10090,10.05478,30.99076,0.91836
ensemble,1.01030,7.50451,27.30196,0.78820
poisson,0.99790,12.09353,34.46331,0.99177
