blend,seam_excess,tv,psnr_ref,ssim_ref
smoothed,1.00048,9.60611,34.76912,0.96556
innercrop,1.01156,9.47433,32.13170,0.93254
tukey,1.05059,8.52639,31.60918,0.91743
ensemble,0.95188,6.32926,27.95835,0.79029
poisson,0.95820,10.26196,35.67290,0.99138
