blend,seam_excess,tv,psnr_ref,ssim_ref
smoothed,1.03943,8.69348,35.17645,0.96530
innercrop,1.06561,8.30305,31.93682,0.91711
tukey,1.10492,7.58365,32.11856,0.91552
ensemble,0.99691,5.42684,28.44611,0.78501
poisson,0.99479,9.30657,35.33838,0.99210
