dist_px,mean_abs_diff,n
0,9.12994,880
1,8.81199,880
2,8.39502,800
3,8.18039,800
4,8.04223,800
5,7.89576,800
6,7.42326,720
7,7.26635,720
8,7.03816,720
9,6.86320,720
10,6.61266,720
11,6.54435,720
12,6.09561,640
13,5.96532,640
14,5.85244,640
15,5.76094,640
16,5.58439,640
17,5.45866,640
18,5.28209,640
19,5.31379,640
20,4.85669,560
21,4.73066,560
22,4.61614,560
23,4.50848,560
24,4.39386,560
25,4.23885,560
26,3.87411,480
27,3.78696,480
28,3.69529,480
29,3.60853,480
30,3.53522,480
31,3.46936,480
32,3.03887,400
33,3.00759,400
34,2.94324,400
35,2.91839,400
36,2.89540,400
37,2.86565,400
38,2.40832,320
39,2.39173,320
40,2.32051,320
41,2.28189,320
42,2.27168,320
43,2.23009,320
44,1.74786,240
45,1.72086,240
46,1.69679,240
47,1.68614,240
48,1.67113,240
49,1.65162,240
50,1.65738,240
51,1.63933,240
52,1.01814,160
53,1.01321,160
54,0.99058,160
55,0.97174,160
56,0.97762,160
57,0.97039,160
58,0.00000,80
59,0.00000,80
60,0.00000,80
61,0.00000,80
62,0.00000,80
63,0.00000,80
64,0.00000,0
65,0.00000,0
66,0.00000,0
67,0.00000,0
68,0.00000,0
69,0.00000,0
70,0.00000,0
71,0.00000,0
72,0.00000,0
73,0.00000,0
74,0.00000,0
75,0.00000,0
76,0.00000,0
77,0.00000,0
78,0.00000,0
79,0.00000,0
80,0.00000,0
81,0.00000,0
82,0.00000,0
83,0.00000,0
84,0.00000,0
85,0.00000,0
86,0.00000,0
87,0.00000,0
88,0.00000,0
89,0.00000,0
90,0.00000,0
91,0.00000,0
92,0.00000,0
93,0.00000,0
94,0.00000,0
95,0.00000,0
96,0.00000,0
97,0.00000,0
98,0.00000,0
99,0.00000,0
100,0.00000,0
101,0.00000,0
102,0.00000,0
103,0.00000,0
104,0.00000,0
105,0.00000,0
106,0.00000,0
107,0.00000,0
108,0.00000,0
109,0.00000,0
110,0.00000,0
111,0.00000,0
112,0.00000,0
113,0.00000,0
114,0.00000,0
115,0.00000,0
116,0.00000,0
117,0.00000,0
118,0.00000,0
119,0.00000,0
120,0.00000,0
121,0.00000,0
122,0.00000,0
123,0.00000,0
124,0.00000,0
125,0.00000,0
126,0.00000,0
127,0.00000,0
