blend,seam_excess,tv,psnr_ref,ssim_ref
smoothed,0.94399,5.91855,34.76607,0.96298
innercrop,0.97611,5.77738,32.30863,0.92754
tukey,0.99037,5.19219,32.24704,0.92050
ensemble,0.89800,3.63566,28.89590,0.80876
poisson,0.88444,6.49496,30.23472,0.98691
