blend,seam_excess,tv,psnr_ref,ssim_ref
smoothed,1.12852,7.78280,35.60774,0.96993
innercrop,1.16254,7.42229,32.34542,0.92632
tukey,1.19580,6.77724,32.67946,0.92729
ensemble,1.11130,4.85174,28.99418,0.81471
poisson,1.08045,8.28960,35.92352,0.99213
