blend,seam_excess,tv,psnr_ref,ssim_ref
smoothed,0.99713,6.77720,34.85020,0.96153
innercrop,1.06078,6.30826,31.17699,0.89554
tukey,1.06180,5.83455,31.69591,0.90822
ensemble,0.99052,4.09347,28.36028,0.78109
poisson,0.94456,7.31838,30.70074,0.98471
