dist_px,mean_abs_diff,n
0,10.69547,880
1,10.21202,880
2,9.65258,800
3,9.82135,800
4,9.53942,800
5,9.31692,800
6,8.78974,720
7,8.67351,720
8,8.30237,720
9,8.00480,720
10,7.88169,720
11,7.71126,720
12,7.11094,640
13,6.90765,640
14,6.71423,640
15,6.53705,640
16,6.36048,640
17,6.20567,640
18,5.99605,640
19,5.82425,640
20,5.36313,560
21,5.20909,560
22,5.10651,560
23,5.05867,560
24,4.91973,560
25,4.76530,560
26,4.32585,480
27,4.20622,480
28,4.16855,480
29,4.07312,480
30,3.96085,480
31,3.84496,480
32,3.37453,400
33,3.35405,400
34,3.27238,400
35,3.21013,400
36,3.15109,400
37,3.11684,400
38,2.56965,320
39,2.55541,320
40,2.46752,320
41,2.46039,320
42,2.42033,320
43,2.38547,320
44,1.80471,240
45,1.78969,240
46,1.74882,240
47,1.72666,240
48,1.70757,240
49,1.67707,240
50,1.67680,240
51,1.66095,240
52,1.04743,160
53,0.99304,160
54,1.00933,160
55,1.01599,160
56,0.98743,160
57,1.01781,160
58,0.00000,80
59,0.00000,80
60,0.00000,80
61,0.00000,80
62,0.00000,80
63,0.00000,80
64,0.00000,0
65,0.00000,0
66,0.00000,0
67,0.00000,0
68,0.00000,0
69,0.00000,0
70,0.00000,0
71,0.00000,0
72,0.00000,0
73,0.00000,0
74,0.00000,0
75,0.00000,0
76,0.00000,0
77,0.00000,0
78,0.00000,0
79,0.00000,0
80,0.00000,0
81,0.00000,0
82,0.00000,0
83,0.00000,0
84,0.00000,0
85,0.00000,0
86,0.00000,0
87,0.00000,0
88,0.00000,0
89,0.00000,0
90,0.00000,0
91,0.00000,0
92,0.00000,0
93,0.00000,0
94,0.00000,0
95,0.00000,0
96,0.00000,0
97,0.00000,0
98,0.00000,0
99,0.00000,0
100,0.00000,0
101,0.00000,0
102,0.00000,0
103,0.00000,0
104,0.00000,0
105,0.00000,0
106,0.00000,0
107,0.00000,0
108,0.00000,0
109,0.00000,0
110,0.00000,0
111,0.00000,0
112,0.00000,0
113,0.00000,0
114,0.00000,0
115,0.00000,0
116,0.00000,0
117,0.00000,0
118,0.00000,0
119,0.00000,0
120,0.00000,0
121,0.00000,0
122,0.00000,0
123,0.00000,0
124,0.00000,0
125,0.00000,0
126,0.00000,0
127,0.00000,0
