blend,seam_excess,tv,psnr_ref,ssim_ref
smoothed,0.99360,7.87112,34.59312,0.96087
innercrop,1.02480,7.57923,31.46184,0.91204
tukey,1.04382,6.89955,31.27679,0.90776
ensemble,0.94205,4.86348,27.97494,0.77216
poisson,0.94295,8.50932,29.25506,0.98681
