blend,seam_excess,tv,psnr_ref,ssim_ref
smoothed,1.07457,9.84936,34.35866,0.96302
innercrop,1.13641,8.52847,28.92652,0.85901
tukey,1.16110,8.31404,30.24419,0.89856
ensemble,1.02112,5.90121,26.77092,0.74952
poisson,1.03118,10.48104,30.69250,0.98585
