blend,seam_excess,tv,psnr_ref,ssim_ref
smoothed,1.00610,8.89888,34.62507,0.96266
innercrop,1.00517,8.93789,32.67061,0.93765
tukey,1.05646,7.90206,31.56813,0.90856
ensemble,0.95616,5.84319,28.00199,0.76988
poisson,0.95877,9.59867,34.31045,0.99137
