dist_px,mean_abs_diff,n
0,12.73297,880
1,12.34808,880
2,11.76088,800
3,11.71599,800
4,11.61201,800
5,11.23948,800
6,10.82702,720
7,10.56204,720
8,10.26282,720
9,10.03862,720
10,9.80896,720
11,9.62576,720
12,8.99191,640
13,8.64599,640
14,8.54846,640
15,8.34211,640
16,8.12085,640
17,7.91465,640
18,7.80972,640
19,7.57628,640
20,6.98353,560
21,6.88415,560
22,6.71962,560
23,6.57905,560
24,6.50444,560
25,6.35032,560
26,5.75851,480
27,5.58080,480
28,5.49402,480
29,5.43268,480
30,5.30309,480
31,5.28719,480
32,4.63618,400
33,4.58523,400
34,4.55992,400
35,4.45707,400
36,4.31601,400
37,4.25676,400
38,3.59305,320
39,3.53120,320
40,3.45678,320
41,3.36599,320
42,3.36337,320
43,3.36961,320
44,2.62615,240
45,2.58178,240
46,2.54800,240
47,2.52643,240
48,2.50782,240
49,2.47990,240
50,2.43300,240
51,2.42751,240
52,1.54551,160
53,1.54882,160
54,1.56846,160
55,1.54344,160
56,1.56411,160
57,1.57239,160
58,0.00000,80
59,0.00000,80
60,0.00000,80
61,0.00000,80
62,0.00000,80
63,0.00000,80
64,0.00000,0
65,0.00000,0
66,0.00000,0
67,0.00000,0
68,0.00000,0
69,0.00000,0
70,0.00000,0
71,0.00000,0
72,0.00000,0
73,0.00000,0
74,0.00000,0
75,0.00000,0
76,0.00000,0
77,0.00000,0
78,0.00000,0
79,0.00000,0
80,0.00000,0
81,0.00000,0
82,0.00000,0
83,0.00000,0
84,0.00000,0
85,0.00000,0
86,0.00000,0
87,0.00000,0
88,0.00000,0
89,0.00000,0
90,0.00000,0
91,0.00000,0
92,0.00000,0
93,0.00000,0
94,0.00000,0
95,0.00000,0
96,0.00000,0
97,0.00000,0
98,0.00000,0
99,0.00000,0
100,0.00000,0
101,0.00000,0
102,0.00000,0
103,0.00000,0
104,0.00000,0
105,0.00000,0
106,0.00000,0
107,0.00000,0
108,0.00000,0
109,0.00000,0
110,0.00000,0
111,0.00000,0
112,0.00000,0
113,0.00000,0
114,0.00000,0
115,0.00000,0
116,0.00000,0
117,0.00000,0
118,0.00000,0
119,0.00000,0
120,0.00000,0
121,0.00000,0
122,0.00000,0
123,0.00000,0
124,0.00000,0
125,0.00000,0
126,0.00000,0
127,0.00000,0
