dist_px,mean_abs_diff,n
0,8.65897,880
1,8.43392,880
2,7.96367,800
3,8.07589,800
4,7.83311,800
5,7.69403,800
6,7.24149,720
7,7.19028,720
8,6.95323,720
9,6.65704,720
10,6.52708,720
11,6.44981,720
12,6.02833,640
13,5.91060,640
14,5.74329,640
15,5.60438,640
16,5.46824,640
17,5.36141,640
18,5.25042,640
19,5.25174,640
20,4.80576,560
21,4.64363,560
22,4.53309,560
23,4.43780,560
24,4.31732,560
25,4.26069,560
26,3.85528,480
27,3.80246,480
28,3.72924,480
29,3.62558,480
30,3.58195,480
31,3.53709,480
32,3.14470,400
33,3.05928,400
34,3.00986,400
35,3.00658,400
36,2.92686,400
37,2.87838,400
38,2.44619,320
39,2.43475,320
40,2.44686,320
41,2.38488,320
42,2.35378,320
43,2.35612,320
44,1.81491,240
45,1.78139,240
46,1.76246,240
47,1.77091,240
48,1.77620,240
49,1.72879,240
50,1.71564,240
51,1.73160,240
52,1.11463,160
53,1.10140,160
54,1.10025,160
55,1.09587,160
56,1.07653,160
57,1.07349,160
58,0.00000,80
59,0.00000,80
60,0.00000,80
61,0.00000,80
62,0.00000,80
63,0.00000,80
64,0.00000,0
65,0.00000,0
66,0.00000,0
67,0.00000,0
68,0.00000,0
69,0.00000,0
70,0.00000,0
71,0.00000,0
72,0.00000,0
73,0.00000,0
74,0.00000,0
75,0.00000,0
76,0.00000,0
77,0.00000,0
78,0.00000,0
79,0.00000,0
80,0.00000,0
81,0.00000,0
82,0.00000,0
83,0.00000,0
84,0.00000,0
85,0.00000,0
86,0.00000,0
87,0.00000,0
88,0.00000,0
89,0.00000,0
90,0.00000,0
91,0.00000,0
92,0.00000,0
93,0.00000,0
94,0.00000,0
95,0.00000,0
96,0.00000,0
97,0.00000,0
98,0.00000,0
99,0.00000,0
100,0.00000,0
101,0.00000,0
102,0.00000,0
103,0.00000,0
104,0.00000,0
105,0.00000,0
106,0.00000,0
107,0.00000,0
108,0.00000,0
109,0.00000,0
110,0.00000,0
111,0.00000,0
112,0.00000,0
113,0.00000,0
114,0.00000,0
115,0.00000,0
116,0.00000,0
117,0.00000,0
118,0.00000,0
119,0.00000,0
120,0.00000,0
121,0.00000,0
122,0.00000,0
123,0.00000,0
124,0.00000,0
125,0.00000,0
126,0.00000,0
127,0.00000,0
