blend,seam_excess,tv,psnr_ref,ssim_ref
smoothed,0.92257,7.38857,34.21813,0.96228
innercrop,0.95682,7.19587,31.34619,0.92178
tukey,0.96886,6.51708,31.07742,0.91659
ensemble,0.89216,4.70164,27.67261,0.79839
poisson,0.87276,8.00676,29.61544,0.98409
