dist_px,mean_abs_diff,n
0,9.46373,880
1,9.03507,880
2,8.72346,800
3,8.60559,800
4,8.50063,800
5,8.26494,800
6,7.73162,720
7,7.59379,720
8,7.27813,720
9,7.12827,720
10,6.97512,720
11,6.74757,720
12,6.29079,640
13,6.11365,640
14,5.97500,640
15,5.87770,640
16,5.64223,640
17,5.56887,640
18,5.45247,640
19,5.32831,640
20,4.85816,560
21,4.73778,560
22,4.55970,560
23,4.41891,560
24,4.32365,560
25,4.17760,560
26,3.82805,480
27,3.73290,480
28,3.59857,480
29,3.61417,480
30,3.48650,480
31,3.41627,480
32,3.10055,400
33,3.00763,400
34,2.95294,400
35,2.85424,400
36,2.82200,400
37,2.74679,400
38,2.38707,320
39,2.34788,320
40,2.29592,320
41,2.33803,320
42,2.28489,320
43,2.22387,320
44,1.73689,240
45,1.72072,240
46,1.71574,240
47,1.68726,240
48,1.69833,240
49,1.68607,240
50,1.67191,240
51,1.65936,240
52,1.07748,160
53,1.08497,160
54,1.06285,160
55,1.04195,160
56,1.03472,160
57,1.01981,160
58,0.00000,80
59,0.00000,80
60,0.00000,80
61,0.00000,80
62,0.00000,80
63,0.00000,80
64,0.00000,0
65,0.00000,0
66,0.00000,0
67,0.00000,0
68,0.00000,0
69,0.00000,0
70,0.00000,0
71,0.00000,0
72,0.00000,0
73,0.00000,0
74,0.00000,0
75,0.00000,0
76,0.00000,0
77,0.00000,0
78,0.00000,0
79,0.00000,0
80,0.00000,0
81,0.00000,0
82,0.00000,0
83,0.00000,0
84,0.00000,0
85,0.00000,0
86,0.00000,0
87,0.00000,0
88,0.00000,0
89,0.00000,0
90,0.00000,0
91,0.00000,0
92,0.00000,0
93,0.00000,0
94,0.00000,0
95,0.00000,0
96,0.00000,0
97,0.00000,0
98,0.00000,0
99,0.00000,0
100,0.00000,0
101,0.00000,0
102,0.00000,0
103,0.00000,0
104,0.00000,0
105,0.00000,0
106,0.00000,0
107,0.00000,0
108,0.00000,0
109,0.00000,0
110,0.00000,0
111,0.00000,0
112,0.00000,0
113,0.00000,0
114,0.00000,0
115,0.00000,0
116,0.00000,0
117,0.00000,0
118,0.00000,0
119,0.00000,0
120,0.00000,0
121,0.00000,0
122,0.00000,0
123,0.00000,0
124,0.00000,0
125,0.00000,0
126,0.00000,0
127,0.00000,0
