blend,seam_excess,tv,psnr_ref,ssim_ref
smoothed,1.07007,11.79272,33.67145,0.96097
innercrop,1.12617,10.60301,28.32148,0.86011
tukey,1.14688,10.08673,29.20620,0.88697
ensemble,1.01116,7.10613,25.88035,0.71535
poisson,1.02826,12.57896,28.32968,0.98160
