dist_px,mean_abs_diff,n
0,8.39992,880
1,8.19096,880
2,7.93004,800
3,7.82557,800
4,7.63524,800
5,7.56320,800
6,7.14365,720
7,6.95845,720
8,6.78696,720
9,6.67283,720
10,6.47381,720
11,6.30486,720
12,5.86366,640
13,5.85343,640
14,5.70192,640
15,5.56127,640
16,5.41225,640
17,5.33602,640
18,5.27872,640
19,5.13371,640
20,4.76421,560
21,4.63185,560
22,4.51419,560
23,4.43056,560
24,4.34666,560
25,4.30261,560
26,3.87556,480
27,3.82547,480
28,3.78745,480
29,3.78722,480
30,3.73188,480
31,3.65467,480
32,3.32674,400
33,3.27443,400
34,3.26770,400
35,3.17856,400
36,3.14367,400
37,3.08752,400
38,2.66451,320
39,2.66159,320
40,2.63229,320
41,2.58534,320
42,2.57192,320
43,2.55098,320
44,1.92980,240
45,1.93815,240
46,1.89823,240
47,1.88961,240
48,1.89213,240
49,1.86567,240
50,1.86267,240
51,1.85396,240
52,1.21581,160
53,1.22470,160
54,1.22801,160
55,1.21375,160
56,1.20763,160
57,1.19751,160
58,0.00000,80
59,0.00000,80
60,0.00000,80
61,0.00000,80
62,0.00000,80
63,0.00000,80
64,0.00000,0
65,0.00000,0
66,0.00000,0
67,0.00000,0
68,0.00000,0
69,0.00000,0
70,0.00000,0
71,0.00000,0
72,0.00000,0
73,0.00000,0
74,0.00000,0
75,0.00000,0
76,0.00000,0
77,0.00000,0
78,0.00000,0
79,0.00000,0
80,0.00000,0
81,0.00000,0
82,0.00000,0
83,0.00000,0
84,0.00000,0
85,0.00000,0
86,0.00000,0
87,0.00000,0
88,0.00000,0
89,0.00000,0
90,0.00000,0
91,0.00000,0
92,0.00000,0
93,0.00000,0
94,0.00000,0
95,0.00000,0
96,0.00000,0
97,0.00000,0
98,0.00000,0
99,0.00000,0
100,0.00000,0
101,0.00000,0
102,0.00000,0
103,0.00000,0
104,0.00000,0
105,0.00000,0
106,0.00000,0
107,0.00000,0
108,0.00000,0
109,0.00000,0
110,0.00000,0
111,0.00000,0
112,0.00000,0
113,0.00000,0
114,0.00000,0
115,0.00000,0
116,0.00000,0
117,0.00000,0
118,0.00000,0
119,0.00000,0
120,0.00000,0
121,0.00000,0
122,0.00000,0
123,0.00000,0
124,0.00000,0
125,0.00000,0
126,0.00000,0
127,0.00000,0
