dist_px,mean_abs_diff,n
0,9.58584,880
1,9.23195,880
2,8.74951,800
3,8.70198,800
4,8.42377,800
5,8.31472,800
6,7.77777,720
7,7.61664,720
8,7.46479,720
9,7.24657,720
10,7.00395,720
11,6.84276,720
12,6.27973,640
13,6.19262,640
14,6.05644,640
15,5.97578,640
16,5.78468,640
17,5.71094,640
18,5.51614,640
19,5.43193,640
20,5.06492,560
21,4.85253,560
22,4.78038,560
23,4.63315,560
24,4.51128,560
25,4.47425,560
26,4.03830,480
27,3.97202,480
28,3.81143,480
29,3.69184,480
30,3.72620,480
31,3.62652,480
32,3.19727,400
33,3.15153,400
34,3.06387,400
35,2.99046,400
36,2.94914,400
37,2.89798,400
38,2.42980,320
39,2.41472,320
40,2.37868,320
41,2.32176,320
42,2.30243,320
43,2.28408,320
44,1.74223,240
45,1.71846,240
46,1.68581,240
47,1.68443,240
48,1.64285,240
49,1.62232,240
50,1.61064,240
51,1.61659,240
52,1.04276,160
53,1.04137,160
54,1.03247,160
55,1.02753,160
56,1.03031,160
57,1.01387,160
58,0.00000,80
59,0.00000,80
60,0.00000,80
61,0.00000,80
62,0.00000,80
63,0.00000,80
64,0.00000,0
65,0.00000,0
66,0.00000,0
67,0.00000,0
68,0.00000,0
69,0.00000,0
70,0.00000,0
71,0.00000,0
72,0.00000,0
73,0.00000,0
74,0.00000,0
75,0.00000,0
76,0.00000,0
77,0.00000,0
78,0.00000,0
79,0.00000,0
80,0.00000,0
81,0.00000,0
82,0.00000,0
83,0.00000,0
84,0.00000,0
85,0.00000,0
86,0.00000,0
87,0.00000,0
88,0.00000,0
89,0.00000,0
90,0.00000,0
91,0.00000,0
92,0.00000,0
93,0.00000,0
94,0.00000,0
95,0.00000,0
96,0.00000,0
97,0.00000,0
98,0.00000,0
99,0.00000,0
100,0.00000,0
101,0.00000,0
102,0.00000,0
103,0.00000,0
104,0.00000,0
105,0.00000,0
106,0.00000,0
107,0.00000,0
108,0.00000,0
109,0.00000,0
110,0.00000,0
111,0.00000,0
112,0.00000,0
113,0.00000,0
114,0.00000,0
115,0.00000,0
116,0.00000,0
117,0.00000,0
118,0.00000,0
119,0.00000,0
120,0.00000,0
121,0.00000,0
122,0.00000,0
123,0.00000,0
124,0.00000,0
125,0.00000,0
126,0.00000,0
127,0.00000,0
