dist_px,mean_abs_diff,n
0,11.27221,880
1,11.04970,880
2,10.66405,800
3,10.63400,800
4,10.38830,800
5,10.21996,800
6,9.69900,720
7,9.51345,720
8,9.22125,720
9,9.00399,720
10,8.86680,720
11,8.65284,720
12,8.05238,640
13,7.80264,640
14,7.66821,640
15,7.60476,640
16,7.37333,640
17,7.23908,640
18,7.19974,640
19,6.96338,640
20,6.46998,560
21,6.33469,560
22,6.28160,560
23,6.12664,560
24,5.96878,560
25,5.85497,560
26,5.23992,480
27,5.15860,480
28,5.03807,480
29,4.98906,480
30,4.83628,480
31,4.80933,480
32,4.33410,400
33,4.18530,400
34,4.18321,400
35,4.08097,400
36,4.01112,400
37,3.95368,400
38,3.39021,320
39,3.31703,320
40,3.23951,320
41,3.27572,320
42,3.27532,320
43,3.25172,320
44,2.43140,240
45,2.40966,240
46,2.43078,240
47,2.36622,240
48,2.33729,240
49,2.31062,240
50,2.29101,240
51,2.27918,240
52,1.48504,160
53,1.46399,160
54,1.42350,160
55,1.45767,160
56,1.43395,160
57,1.43408,160
58,0.00000,80
59,0.00000,80
60,0.00000,80
61,0.00000,80
62,0.00000,80
63,0.00000,80
64,0.00000,0
65,0.00000,0
66,0.00000,0
67,0.00000,0
68,0.00000,0
69,0.00000,0
70,0.00000,0
71,0.00000,0
72,0.00000,0
73,0.00000,0
74,0.00000,0
75,0.00000,0
76,0.00000,0
77,0.00000,0
78,0.00000,0
79,0.00000,0
80,0.00000,0
81,0.00000,0
82,0.00000,0
83,0.00000,0
84,0.00000,0
85,0.00000,0
86,0.00000,0
87,0.00000,0
88,0.00000,0
89,0.00000,0
90,0.00000,0
91,0.00000,0
92,0.00000,0
93,0.00000,0
94,0.00000,0
95,0.00000,0
96,0.00000,0
97,0.00000,0
98,0.00000,0
99,0.00000,0
100,0.00000,0
101,0.00000,0
102,0.00000,0
103,0.00000,0
104,0.00000,0
105,0.00000,0
106,0.00000,0
107,0.00000,0
108,0.00000,0
109,0.00000,0
110,0.00000,0
111,0.00000,0
112,0.00000,0
113,0.00000,0
114,0.00000,0
115,0.00000,0
116,0.00000,0
117,0.00000,0
118,0.00000,0
119,0.00000,0
120,0.00000,0
121,0.00000,0
122,0.00000,0
123,0.00000,0
124,0.00000,0
125,0.00000,0
126,0.00000,0
127,0.00000,0
