blend,seam_excess,tv,psnr_ref,ssim_ref
smoothed,1.01790,11.08331,33.94990,0.96195
innercrop,1.03810,10.77350,30.63715,0.91379
tukey,1.07538,9.73165,30.02247,0.89913
ensemble,0.97071,7.06553,26.59698,0.74425
poisson,0.97582,11.84778,28.39818,0.98312
