blend,seam_excess,tv,psnr_ref,ssim_ref
smoothed,1.01898,10.35048,33.72460,0.96067
innercrop,1.06490,9.61990,29.34689,0.88546
tukey,1.07997,8.98735,29.66031,0.89532
ensemble,0.96742,6.48791,26.35492,0.74130
poisson,0.97425,11.06899,27.15776,0.97759
