dist_px,mean_abs_diff,n
0,10.96031,880
1,10.68671,880
2,10.26288,800
3,10.24425,800
4,10.21911,800
5,9.83196,800
6,9.50273,720
7,9.28995,720
8,9.02106,720
9,8.83858,720
10,8.59487,720
11,8.43895,720
12,7.83122,640
13,7.64592,640
14,7.46288,640
15,7.24953,640
16,6.98302,640
17,6.90294,640
18,6.80744,640
19,6.64185,640
20,6.18082,560
21,5.97290,560
22,5.79762,560
23,5.66793,560
24,5.56262,560
25,5.47609,560
26,4.93356,480
27,4.88203,480
28,4.71316,480
29,4.70476,480
30,4.63801,480
31,4.55668,480
32,4.03042,400
33,3.97593,400
34,3.82717,400
35,3.81248,400
36,3.77089,400
37,3.69960,400
38,3.17457,320
39,3.15282,320
40,3.08314,320
41,3.03670,320
42,3.03528,320
43,2.97804,320
44,2.32400,240
45,2.29240,240
46,2.23759,240
47,2.25295,240
48,2.22253,240
49,2.20669,240
50,2.21136,240
51,2.19207,240
52,1.46690,160
53,1.44202,160
54,1.46762,160
55,1.44145,160
56,1.42663,160
57,1.42380,160
58,0.00000,80
59,0.00000,80
60,0.00000,80
61,0.00000,80
62,0.00000,80
63,0.00000,80
64,0.00000,0
65,0.00000,0
66,0.00000,0
67,0.00000,0
68,0.00000,0
69,0.00000,0
70,0.00000,0
71,0.00000,0
72,0.00000,0
73,0.00000,0
74,0.00000,0
75,0.00000,0
76,0.00000,0
77,0.00000,0
78,0.00000,0
79,0.00000,0
80,0.00000,0
81,0.00000,0
82,0.00000,0
83,0.00000,0
84,0.00000,0
85,0.00000,0
86,0.00000,0
87,0.00000,0
88,0.00000,0
89,0.00000,0
90,0.00000,0
91,0.00000,0
92,0.00000,0
93,0.00000,0
94,0.00000,0
95,0.00000,0
96,0.00000,0
97,0.00000,0
98,0.00000,0
99,0.00000,0
100,0.00000,0
101,0.00000,0
102,0.00000,0
103,0.00000,0
104,0.00000,0
105,0.00000,0
106,0.00000,0
107,0.00000,0
108,0.00000,0
109,0.00000,0
110,0.00000,0
111,0.00000,0
112,0.00000,0
113,0.00000,0
114,0.00000,0
115,0.00000,0
116,0.00000,0
117,0.00000,0
118,0.00000,0
119,0.00000,0
120,0.00000,0
121,0.00000,0
122,0.00000,0
123,0.00000,0
124,0.00000,0
125,0.00000,0
126,0.00000,0
127,0.00000,0
