y,x,delta,overlap_pct,psnr,ssim,mae,rmse
32,224,0,100.00000,99.99000,1.00000,0.00000,0.00000
32,1216,0,100.00000,99.99000,1.00000,0.00000,0.00000
64,224,0,100.00000,99.99000,1.00000,0.00000,0.00000
64,1056,0,100.00000,99.99000,1.00000,0.00000,0.00000
96,160,0,100.00000,99.99000,1.00000,0.00000,0.00000
128,1216,0,100.00000,99.99000,1.00000,0.00000,0.00000
160,256,0,100.00000,99.99000,1.00000,0.00000,0.00000
160,896,0,100.00000,99.99000,1.00000,0.00000,0.00000
288,1408,0,100.00000,99.99000,1.00000,0.00000,0.00000
320,160,0,100.00000,99.99000,1.00000,0.00000,0.00000
448,1152,0,100.00000,99.99000,1.00000,0.00000,0.00000
480,448,0,100.00000,99.99000,1.00000,0.00000,0.00000
512,832,0,100.00000,99.99000,1.00000,0.00000,0.00000
512,1088,0,100.00000,99.99000,1.00000,0.00000,0.00000
672,512,0,100.00000,99.99000,1.00000,0.00000,0.00000
704,1408,0,100.00000,99.99000,1.00000,0.00000,0.00000
832,32,0,100.00000,99.99000,1.00000,0.00000,0.00000
832,1248,0,100.00000,99.99000,1.00000,0.00000,0.00000
864,224,0,100.00000,99.99000,1.00000,0.00000,0.00000
896,1408,0,100.00000,99.99000,1.00000,0.00000,0.00000
928,160,0,100.00000,99.99000,1.00000,0.00000,0.00000
928,960,0,100.00000,99.99000,1.00000,0.00000,0.00000
928,1216,0,100.00000,99.99000,1.00000,0.00000,0.00000
1024,288,0,100.00000,99.99000,1.00000,0.00000,0.00000
1056,800,0,100.00000,99.99000,1.00000,0.00000,0.00000
1056,832,0,100.00000,99.99000,1.00000,0.00000,0.00000
1088,512,0,100.00000,99.99000,1.00000,0.00000,0.00000
1120,896,0,100.00000,99.99000,1.00000,0.00000,0.00000
1216,768,0,100.00000,99.99000,1.00000,0.00000,0.00000
1216,1120,0,100.00000,99.99000,1.00000,0.00000,0.00000
1280,832,0,100.00000,99.99000,1.00000,0.00000,0.00000
1344,1056,0,100.00000,99.99000,1.00000,0.00000,0.00000
1376,128,0,100.00000,99.99000,1.00000,0.00000,0.00000
1408,704,0,100.00000,99.99000,1.00000,0.00000,0.00000
1408,1216,0,100.00000,99.99000,1.00000,0.00000,0.00000
1440,448,0,100.00000,99.99000,1.00000,0.00000,0.00000
1440,1088,0,100.00000,99.99000,1.00000,0.00000,0.00000
1504,1248,0,100.00000,99.99000,1.00000,0.00000,0.00000
1568,288,0,100.00000,99.99000,1.00000,0.00000,0.00000
1600,1312,0,100.00000,99.99000,1.00000,0.00000,0.00000
32,224,3,90.62500,29.59398,0.77355,5.62173,8.44969
32,1216,3,90.62500,31.35117,0.89718,3.63355,6.90211
64,224,3,90.62500,30.00127,0.75771,5.74446,8.06263
64,1056,3,90.62500,33.52726,0.88784,4.11019,5.37251
96,160,3,90.62500,26.98923,0.81066,7.18889,11.40457
128,1216,3,90.62500,32.33607,0.89438,3.64306,6.16222
160,256,3,90.62500,31.02771,0.82944,4.82571,7.16398
160,896,3,90.62500,31.43224,0.83128,5.06671,6.83798
288,1408,3,90.62500,30.12762,0.76548,5.64154,7.94619
320,160,3,90.62500,31.93802,0.84848,4.28754,6.45118
448,1152,3,90.62500,30.53823,0.83232,5.39456,7.57930
480,448,3,90.62500,26.83970,0.80459,7.38596,11.60260
512,832,3,90.62500,26.28764,0.76034,8.28070,12.36397
512,1088,3,90.62500,31.33692,0.87589,4.24589,6.91344
672,512,3,90.62500,29.61567,0.72422,6.17299,8.42862
704,1408,3,90.62500,30.62027,0.86907,4.06175,7.50804
832,32,3,90.62500,32.53423,0.87051,3.83306,6.02322
832,1248,3,90.62500,27.46482,0.79107,7.03466,10.79691
864,224,3,90.62500,32.33869,0.87182,3.87588,6.16035
896,1408,3,90.62500,28.00042,0.80150,6.24924,10.15124
928,160,3,90.62500,28.68326,0.87311,5.20799,9.38377
928,960,3,90.62500,28.95060,0.79396,5.86446,9.09935
928,1216,3,90.62500,25.73977,0.76510,8.83840,13.16896
1024,288,3,90.62500,35.23265,0.86705,3.02724,4.41477
1056,800,3,90.62500,29.09759,0.81392,5.81576,8.94665
1056,832,3,90.62500,28.02494,0.76053,6.73911,10.12262
1088,512,3,90.62500,31.74088,0.78350,4.50587,6.59928
1120,896,3,90.62500,29.39201,0.81537,5.61953,8.64848
1216,768,3,90.62500,31.22567,0.81113,5.04129,7.00255
1216,1120,3,90.62500,28.92404,0.84113,6.00798,9.12721
1280,832,3,90.62500,31.52557,0.81187,4.60740,6.76490
1344,1056,3,90.62500,27.51783,0.82595,6.72235,10.73121
1376,128,3,90.62500,29.98752,0.83057,5.18115,8.07541
1408,704,3,90.62500,33.06409,0.85663,3.74231,5.66677
1408,1216,3,90.62500,29.11929,0.75431,6.19738,8.92434
1440,448,3,90.62500,30.74253,0.78306,5.20523,7.40310
1440,1088,3,90.62500,28.28152,0.90233,5.62519,9.82798
1504,1248,3,90.62500,31.47803,0.88546,4.64522,6.80203
1568,288,3,90.62500,31.68273,0.80862,4.49948,6.64360
1600,1312,3,90.62500,33.74605,0.87641,3.62702,5.23887
32,224,6,81.25000,29.17398,0.73703,6.22866,8.86831
32,1216,6,81.25000,31.75099,0.88659,4.06959,6.59159
64,224,6,81.25000,30.37035,0.78732,5.43374,7.72721
64,1056,6,81.25000,33.08982,0.84875,3.91439,5.65001
96,160,6,81.25000,26.76530,0.78028,7.82518,11.70240
128,1216,6,81.25000,30.60556,0.85211,4.72977,7.52077
160,256,6,81.25000,29.76458,0.78434,5.76191,8.28536
160,896,6,81.25000,29.95746,0.79383,6.12066,8.10339
288,1408,6,81.25000,27.63218,0.70112,7.82322,10.59086
320,160,6,81.25000,31.65317,0.83112,4.61429,6.66625
